lid,year,x,y,event,trigger,area_ha
bg_13581,0,194828.6,2602579.2,BG,BG,0
bg_13582,0,265972.6,2537778.1,BG,BG,0
bg_13583,0,189848.7,2496755.8,BG,BG,0
bg_13584,0,350026.5,2434049.5,BG,BG,0
bg_13585,0,256616.6,2462046.3,BG,BG,0
bg_13586,0,328763.4,2588092.9,BG,BG,0
bg_13587,0,265894.4,2708378.1,BG,BG,0
bg_13588,0,318093.8,2797226.2,BG,BG,0
bg_13589,0,206162.5,2428977.9,BG,BG,0
bg_13590,0,336226.6,2521858.8,BG,BG,0
bg_13591,0,209332.4,2779029.0,BG,BG,0
bg_13592,0,313651.0,2546991.3,BG,BG,0
bg_13593,0,269567.5,2590140.8,BG,BG,0
bg_13594,0,195944.8,2508651.5,BG,BG,0
bg_13595,0,283719.8,2535154.5,BG,BG,0
bg_13596,0,264058.2,2574719.7,BG,BG,0
bg_13597,0,291668.6,2550128.4,BG,BG,0
bg_13598,0,339904.9,2506948.5,BG,BG,0
bg_13599,0,349099.0,2602417.1,BG,BG,0
bg_13600,0,287300.6,2731046.5,BG,BG,0
bg_13601,0,296832.3,2556873.4,BG,BG,0
bg_13602,0,333188.0,2753045.0,BG,BG,0
bg_13603,0,302940.5,2538224.3,BG,BG,0
bg_13604,0,290335.8,2642553.3,BG,BG,0
bg_13605,0,186382.7,2658072.9,BG,BG,0
bg_13606,0,347949.2,2501488.1,BG,BG,0
bg_13607,0,227955.2,2462433.9,BG,BG,0
bg_13608,0,299419.2,2601496.6,BG,BG,0
bg_13609,0,317957.3,2509436.1,BG,BG,0
bg_13610,0,350878.8,2502253.2,BG,BG,0
bg_13611,0,264720.9,2535306.7,BG,BG,0
bg_13612,0,236369.5,2766954.7,BG,BG,0
bg_13613,0,205155.4,2608217.8,BG,BG,0
bg_13614,0,296000.4,2773055.9,BG,BG,0
bg_13615,0,189607.4,2703574.3,BG,BG,0
bg_13616,0,263151.8,2552618.5,BG,BG,0
bg_13617,0,256262.5,2745972.6,BG,BG,0
bg_13618,0,345889.3,2512568.5,BG,BG,0
bg_13619,0,275590.3,2748987.6,BG,BG,0
bg_13620,0,283088.3,2567447.7,BG,BG,0
bg_13621,0,241553.5,2455145.7,BG,BG,0
bg_13622,0,291661.7,2796592.5,BG,BG,0
bg_13623,0,343709.7,2523922.2,BG,BG,0
bg_13624,0,190553.2,2467259.8,BG,BG,0
bg_13625,0,304551.4,2768616.2,BG,BG,0
bg_13626,0,228884.4,2776145.7,BG,BG,0
bg_13627,0,236945.1,2558810.7,BG,BG,0
bg_13628,0,262961.4,2458481.9,BG,BG,0
bg_13629,0,326288.1,2733407.5,BG,BG,0
bg_13630,0,243426.5,2467612.2,BG,BG,0
bg_13631,0,327928.9,2466145.4,BG,BG,0
bg_13632,0,177522.0,2429309.1,BG,BG,0
bg_13633,0,290892.2,2643230.2,BG,BG,0
bg_13634,0,273695.8,2775095.9,BG,BG,0
bg_13635,0,224940.9,2519929.9,BG,BG,0
bg_13636,0,211056.5,2499277.8,BG,BG,0
bg_13637,0,269691.0,2683705.4,BG,BG,0
bg_13638,0,240467.8,2458617.2,BG,BG,0
bg_13639,0,209786.1,2791328.5,BG,BG,0
bg_13640,0,280469.4,2557035.3,BG,BG,0
bg_13641,0,150990.3,2752093.8,BG,BG,0
bg_13642,0,271058.6,2510188.1,BG,BG,0
bg_13643,0,283605.2,2600665.7,BG,BG,0
bg_13644,0,319665.5,2457641.4,BG,BG,0
bg_13645,0,259283.3,2570145.5,BG,BG,0
bg_13646,0,342660.5,2641612.7,BG,BG,0
bg_13647,0,180484.9,2542418.6,BG,BG,0
bg_13648,0,272076.0,2743853.0,BG,BG,0
bg_13649,0,161061.6,2429064.4,BG,BG,0
bg_13650,0,336631.1,2567983.5,BG,BG,0
bg_13651,0,160826.4,2438206.0,BG,BG,0
bg_13652,0,166201.3,2784199.6,BG,BG,0
bg_13653,0,315441.4,2673544.5,BG,BG,0
bg_13654,0,301468.9,2451602.4,BG,BG,0
bg_13655,0,215994.0,2448043.8,BG,BG,0
bg_13656,0,164223.5,2642459.5,BG,BG,0
bg_13657,0,188890.3,2518010.8,BG,BG,0
bg_13658,0,200980.5,2713100.1,BG,BG,0
bg_13659,0,275944.3,2615422.6,BG,BG,0
bg_13660,0,178141.6,2453333.6,BG,BG,0
bg_13661,0,196659.6,2437813.9,BG,BG,0
bg_13662,0,299453.1,2614557.6,BG,BG,0
bg_13663,0,282340.0,2493422.6,BG,BG,0
bg_13664,0,322446.3,2673083.6,BG,BG,0
bg_13665,0,225844.5,2637725.1,BG,BG,0
bg_13666,0,160349.3,2678551.7,BG,BG,0
bg_13667,0,341922.6,2767018.1,BG,BG,0
bg_13668,0,315623.6,2744025.0,BG,BG,0
bg_13669,0,246570.4,2494724.0,BG,BG,0
bg_13670,0,338297.9,2447959.0,BG,BG,0
bg_13671,0,203266.6,2519711.8,BG,BG,0
bg_13672,0,175223.5,2676982.2,BG,BG,0
bg_13673,0,340675.0,2597157.5,BG,BG,0
bg_13674,0,276875.6,2658689.3,BG,BG,0
bg_13675,0,233363.8,2762397.0,BG,BG,0
bg_13676,0,223285.7,2540463.8,BG,BG,0
bg_13677,0,234636.2,2650245.2,BG,BG,0
bg_13678,0,175541.9,2447292.2,BG,BG,0
bg_13679,0,350245.6,2627841.1,BG,BG,0
bg_13680,0,327514.9,2427976.7,BG,BG,0
bg_13681,0,193091.2,2451012.3,BG,BG,0
bg_13682,0,296901.5,2571101.4,BG,BG,0
bg_13683,0,208060.3,2602663.1,BG,BG,0
bg_13684,0,162752.4,2659283.4,BG,BG,0
bg_13685,0,346899.0,2504870.8,BG,BG,0
bg_13686,0,155869.3,2492041.7,BG,BG,0
bg_13687,0,202883.3,2464220.0,BG,BG,0
bg_13688,0,276813.9,2650869.3,BG,BG,0
bg_13689,0,235559.2,2491924.2,BG,BG,0
bg_13690,0,334438.3,2651605.9,BG,BG,0
bg_13691,0,163355.8,2742094.3,BG,BG,0
bg_13692,0,237778.2,2425681.2,BG,BG,0
bg_13693,0,199251.3,2505624.7,BG,BG,0
bg_13694,0,266635.8,2445733.5,BG,BG,0
bg_13695,0,265456.2,2506684.1,BG,BG,0
bg_13696,0,186296.3,2550450.0,BG,BG,0
bg_13697,0,309255.6,2622790.9,BG,BG,0
bg_13698,0,328873.3,2661324.5,BG,BG,0
bg_13699,0,231268.4,2592601.3,BG,BG,0
bg_13700,0,170543.2,2564603.0,BG,BG,0
bg_13701,0,271705.6,2595216.2,BG,BG,0
bg_13702,0,202527.4,2741371.5,BG,BG,0
bg_13703,0,264669.4,2741350.7,BG,BG,0
bg_13704,0,183414.0,2490870.0,BG,BG,0
bg_13705,0,187371.8,2653662.3,BG,BG,0
bg_13706,0,303845.3,2518092.5,BG,BG,0
bg_13707,0,288126.4,2525800.0,BG,BG,0
bg_13708,0,344209.7,2724545.2,BG,BG,0
bg_13709,0,300892.5,2583097.7,BG,BG,0
bg_13710,0,292101.9,2626008.9,BG,BG,0
bg_13711,0,252473.7,2751401.1,BG,BG,0
bg_13712,0,328526.3,2448266.5,BG,BG,0
bg_13713,0,308197.0,2504573.9,BG,BG,0
bg_13714,0,159359.1,2517851.5,BG,BG,0
bg_13715,0,272210.0,2617500.2,BG,BG,0
bg_13716,0,214735.9,2609879.2,BG,BG,0
bg_13717,0,167204.9,2546898.6,BG,BG,0
bg_13718,0,291901.1,2645656.2,BG,BG,0
bg_13719,0,283305.1,2683815.7,BG,BG,0
bg_13720,0,305726.5,2765741.6,BG,BG,0
bg_13721,0,291117.3,2483421.8,BG,BG,0
bg_13722,0,247259.3,2601985.5,BG,BG,0
bg_13723,0,273169.5,2485257.6,BG,BG,0
bg_13724,0,221978.8,2457228.2,BG,BG,0
bg_13725,0,180692.7,2691030.9,BG,BG,0
bg_13726,0,203822.2,2568265.9,BG,BG,0
bg_13727,0,197546.9,2483953.6,BG,BG,0
bg_13728,0,233316.2,2756803.3,BG,BG,0
bg_13729,0,345258.4,2570202.5,BG,BG,0
bg_13730,0,154542.4,2475386.6,BG,BG,0
bg_13731,0,215448.2,2532843.6,BG,BG,0
bg_13732,0,258107.9,2422551.1,BG,BG,0
bg_13733,0,275742.7,2550986.2,BG,BG,0
bg_13734,0,275084.2,2635754.1,BG,BG,0
bg_13735,0,248920.6,2712433.5,BG,BG,0
bg_13736,0,295739.8,2788665.1,BG,BG,0
bg_13737,0,310924.4,2494314.8,BG,BG,0
bg_13738,0,317776.8,2791163.4,BG,BG,0
bg_13739,0,322248.4,2540021.9,BG,BG,0
bg_13740,0,219943.9,2634443.5,BG,BG,0
bg_13741,0,279986.7,2475498.5,BG,BG,0
bg_13742,0,295402.0,2522384.3,BG,BG,0
bg_13743,0,167238.4,2444468.4,BG,BG,0
bg_13744,0,286433.3,2795302.8,BG,BG,0
bg_13745,0,344561.4,2593298.9,BG,BG,0
bg_13746,0,194120.4,2620528.3,BG,BG,0
bg_13747,0,179980.4,2554955.6,BG,BG,0
bg_13748,0,343484.0,2595946.2,BG,BG,0
bg_13749,0,237079.9,2459295.8,BG,BG,0
bg_13750,0,223683.1,2631132.2,BG,BG,0
bg_13751,0,297517.2,2480939.7,BG,BG,0
bg_13752,0,192014.8,2722663.4,BG,BG,0
bg_13753,0,259694.2,2557367.6,BG,BG,0
bg_13754,0,343160.6,2432187.9,BG,BG,0
bg_13755,0,341442.1,2685781.6,BG,BG,0
bg_13756,0,266763.4,2483128.8,BG,BG,0
bg_13757,0,201054.7,2662247.7,BG,BG,0
bg_13758,0,178141.7,2597208.3,BG,BG,0
bg_13759,0,344232.8,2738653.0,BG,BG,0
bg_13760,0,184599.3,2462039.6,BG,BG,0
bg_13761,0,329371.2,2679521.7,BG,BG,0
bg_13762,0,255383.9,2497034.7,BG,BG,0
bg_13763,0,184696.5,2587723.2,BG,BG,0
bg_13764,0,294686.4,2793004.2,BG,BG,0
bg_13765,0,304024.3,2530431.0,BG,BG,0
bg_13766,0,220485.0,2489879.0,BG,BG,0
bg_13767,0,245331.1,2422501.7,BG,BG,0
bg_13768,0,274670.9,2741082.4,BG,BG,0
bg_13769,0,261183.5,2472336.2,BG,BG,0
bg_13770,0,244932.0,2735249.7,BG,BG,0
bg_13771,0,164009.7,2679113.8,BG,BG,0
bg_13772,0,182353.5,2652967.4,BG,BG,0
bg_13773,0,236836.2,2757448.9,BG,BG,0
bg_13774,0,277104.6,2543973.9,BG,BG,0
bg_13775,0,181716.1,2697920.2,BG,BG,0
bg_13776,0,216102.0,2546166.4,BG,BG,0
bg_13777,0,288255.1,2427404.0,BG,BG,0
bg_13778,0,343313.0,2756300.7,BG,BG,0
bg_13779,0,156536.9,2463632.9,BG,BG,0
bg_13780,0,211322.1,2624351.1,BG,BG,0
bg_13781,0,201698.4,2468981.2,BG,BG,0
bg_13782,0,236713.4,2485708.9,BG,BG,0
bg_13783,0,289396.5,2424888.7,BG,BG,0
bg_13784,0,234505.0,2798492.4,BG,BG,0
bg_13785,0,177197.4,2511438.3,BG,BG,0
bg_13786,0,157733.8,2703412.4,BG,BG,0
bg_13787,0,256847.3,2421071.8,BG,BG,0
bg_13788,0,332691.7,2674472.9,BG,BG,0
bg_13789,0,287926.2,2753319.0,BG,BG,0
bg_13790,0,279228.5,2495046.7,BG,BG,0
bg_13791,0,242293.1,2726613.9,BG,BG,0
bg_13792,0,266011.8,2792632.2,BG,BG,0
bg_13793,0,305039.1,2473787.4,BG,BG,0
bg_13794,0,343253.8,2431451.6,BG,BG,0
bg_13795,0,272441.2,2751056.0,BG,BG,0
bg_13796,0,293311.8,2504023.1,BG,BG,0
bg_13797,0,235249.4,2761943.8,BG,BG,0
bg_13798,0,236107.0,2566492.6,BG,BG,0
bg_13799,0,262746.7,2696215.6,BG,BG,0
bg_13800,0,211720.8,2514517.1,BG,BG,0
bg_13801,0,323341.9,2516610.9,BG,BG,0
bg_13802,0,206246.5,2516034.0,BG,BG,0
bg_13803,0,340459.2,2568023.2,BG,BG,0
bg_13804,0,238050.6,2520283.2,BG,BG,0
bg_13805,0,243790.2,2431638.5,BG,BG,0
bg_13806,0,260412.3,2530256.9,BG,BG,0
bg_13807,0,298344.9,2629881.2,BG,BG,0
bg_13808,0,170170.2,2696969.9,BG,BG,0
bg_13809,0,169186.7,2574742.4,BG,BG,0
bg_13810,0,178825.7,2779240.9,BG,BG,0
bg_13811,0,317687.4,2484583.4,BG,BG,0
bg_13812,0,150725.8,2469245.7,BG,BG,0
bg_13813,0,169370.3,2556292.6,BG,BG,0
bg_13814,0,214205.9,2426900.2,BG,BG,0
bg_13815,0,273187.6,2726300.4,BG,BG,0
bg_13816,0,274285.3,2791725.5,BG,BG,0
bg_13817,0,233971.9,2697707.0,BG,BG,0
bg_13818,0,306112.9,2466424.2,BG,BG,0
bg_13819,0,318964.4,2689172.3,BG,BG,0
bg_13820,0,225240.5,2685289.7,BG,BG,0
bg_13821,0,290655.5,2470600.5,BG,BG,0
bg_13822,0,310223.0,2630016.3,BG,BG,0
bg_13823,0,159694.8,2611221.4,BG,BG,0
bg_13824,0,260746.1,2793960.3,BG,BG,0
bg_13825,0,280880.2,2661665.2,BG,BG,0
bg_13826,0,197472.4,2770068.9,BG,BG,0
bg_13827,0,299514.3,2782765.9,BG,BG,0
bg_13828,0,321868.3,2536303.8,BG,BG,0
bg_13829,0,351001.8,2486255.6,BG,BG,0
bg_13830,0,218652.2,2750739.1,BG,BG,0
bg_13831,0,190092.4,2558370.3,BG,BG,0
bg_13832,0,305860.8,2453037.1,BG,BG,0
bg_13833,0,334756.4,2714991.5,BG,BG,0
bg_13834,0,315048.4,2541349.7,BG,BG,0
bg_13835,0,288536.3,2737233.1,BG,BG,0
bg_13836,0,243527.4,2687567.2,BG,BG,0
bg_13837,0,261537.0,2487324.0,BG,BG,0
bg_13838,0,158156.1,2451333.3,BG,BG,0
bg_13839,0,239918.7,2621979.2,BG,BG,0
bg_13840,0,153773.6,2510424.7,BG,BG,0
bg_13841,0,201454.9,2786259.6,BG,BG,0
bg_13842,0,312073.0,2622785.8,BG,BG,0
bg_13843,0,311101.2,2422657.4,BG,BG,0
bg_13844,0,303364.9,2598937.4,BG,BG,0
bg_13845,0,319027.5,2584071.2,BG,BG,0
bg_13846,0,311453.1,2742827.3,BG,BG,0
bg_13847,0,212518.7,2762414.8,BG,BG,0
bg_13848,0,185974.4,2796828.6,BG,BG,0
bg_13849,0,194477.4,2783765.8,BG,BG,0
bg_13850,0,216352.3,2683011.9,BG,BG,0
bg_13851,0,209593.4,2697718.2,BG,BG,0
bg_13852,0,270444.0,2488797.7,BG,BG,0
bg_13853,0,215849.0,2721511.6,BG,BG,0
bg_13854,0,263833.2,2588322.8,BG,BG,0
bg_13855,0,239873.3,2647842.1,BG,BG,0
bg_13856,0,348476.0,2453540.1,BG,BG,0
bg_13857,0,287485.1,2718396.7,BG,BG,0
bg_13858,0,349866.7,2723042.8,BG,BG,0
bg_13859,0,195146.9,2689283.7,BG,BG,0
bg_13860,0,303236.4,2597739.6,BG,BG,0
bg_13861,0,346256.3,2588017.7,BG,BG,0
bg_13862,0,200523.1,2711480.6,BG,BG,0
bg_13863,0,287931.4,2453350.0,BG,BG,0
bg_13864,0,228589.0,2628807.1,BG,BG,0
bg_13865,0,347739.0,2742569.9,BG,BG,0
bg_13866,0,345531.9,2636767.3,BG,BG,0
bg_13867,0,334135.9,2434810.8,BG,BG,0
bg_13868,0,302815.6,2753713.9,BG,BG,0
bg_13869,0,283178.1,2786419.0,BG,BG,0
bg_13870,0,186669.9,2715103.3,BG,BG,0
bg_13871,0,190686.3,2689541.6,BG,BG,0
bg_13872,0,270212.8,2562865.2,BG,BG,0
bg_13873,0,151568.0,2615326.8,BG,BG,0
bg_13874,0,205003.5,2584396.7,BG,BG,0
bg_13875,0,301163.3,2469363.8,BG,BG,0
bg_13876,0,252532.6,2639551.5,BG,BG,0
bg_13877,0,254275.4,2654622.5,BG,BG,0
bg_13878,0,195910.8,2681006.5,BG,BG,0
bg_13879,0,335977.7,2526690.0,BG,BG,0
bg_13880,0,332305.8,2701380.0,BG,BG,0
bg_13881,0,301035.6,2697598.6,BG,BG,0
bg_13882,0,265593.5,2706938.5,BG,BG,0
bg_13883,0,246791.2,2755865.6,BG,BG,0
bg_13884,0,320819.4,2468125.4,BG,BG,0
bg_13885,0,171236.8,2764417.9,BG,BG,0
bg_13886,0,216328.7,2569700.0,BG,BG,0
bg_13887,0,159825.0,2717595.4,BG,BG,0
bg_13888,0,321491.2,2500272.6,BG,BG,0
bg_13889,0,286705.3,2704303.9,BG,BG,0
bg_13890,0,328149.5,2677117.9,BG,BG,0
bg_13891,0,328268.0,2475302.8,BG,BG,0
bg_13892,0,223830.0,2664229.2,BG,BG,0
bg_13893,0,340563.7,2747096.5,BG,BG,0
bg_13894,0,253444.6,2614761.2,BG,BG,0
bg_13895,0,171192.5,2713727.9,BG,BG,0
bg_13896,0,202156.9,2509243.8,BG,BG,0
bg_13897,0,266226.8,2570451.8,BG,BG,0
bg_13898,0,199028.0,2690470.4,BG,BG,0
bg_13899,0,331102.1,2423250.1,BG,BG,0
bg_13900,0,150822.7,2510140.5,BG,BG,0
bg_13901,0,268651.9,2653881.1,BG,BG,0
bg_13902,0,348004.0,2742868.2,BG,BG,0
bg_13903,0,340413.1,2668319.8,BG,BG,0
bg_13904,0,210032.2,2525143.3,BG,BG,0
bg_13905,0,243436.1,2762248.9,BG,BG,0
bg_13906,0,283208.4,2750428.4,BG,BG,0
bg_13907,0,212560.8,2461921.3,BG,BG,0
bg_13908,0,344528.2,2591721.8,BG,BG,0
bg_13909,0,267469.1,2734768.8,BG,BG,0
bg_13910,0,300251.1,2471466.3,BG,BG,0
bg_13911,0,279330.4,2771975.7,BG,BG,0
bg_13912,0,207531.5,2508258.6,BG,BG,0
bg_13913,0,305255.6,2735530.9,BG,BG,0
bg_13914,0,350689.9,2461467.6,BG,BG,0
bg_13915,0,228981.8,2775939.4,BG,BG,0
bg_13916,0,298192.4,2514804.5,BG,BG,0
bg_13917,0,267107.3,2769449.2,BG,BG,0
bg_13918,0,192278.2,2652265.1,BG,BG,0
bg_13919,0,216536.7,2658136.4,BG,BG,0
bg_13920,0,293549.0,2635722.9,BG,BG,0
bg_13921,0,160946.4,2728702.5,BG,BG,0
bg_13922,0,292216.6,2637474.6,BG,BG,0
bg_13923,0,236697.0,2612387.0,BG,BG,0
bg_13924,0,213473.6,2612805.6,BG,BG,0
bg_13925,0,195039.6,2675333.8,BG,BG,0
bg_13926,0,216632.9,2673077.4,BG,BG,0
bg_13927,0,311068.4,2447376.5,BG,BG,0
bg_13928,0,246344.2,2537583.4,BG,BG,0
bg_13929,0,316409.9,2796573.4,BG,BG,0
bg_13930,0,286792.5,2605746.2,BG,BG,0
bg_13931,0,342959.5,2499996.0,BG,BG,0
bg_13932,0,351207.9,2667818.8,BG,BG,0
bg_13933,0,169768.1,2680949.2,BG,BG,0
bg_13934,0,244126.1,2783774.6,BG,BG,0
bg_13935,0,168971.7,2770058.2,BG,BG,0
bg_13936,0,278637.8,2493456.0,BG,BG,0
bg_13937,0,282833.0,2663929.1,BG,BG,0
bg_13938,0,150528.0,2612987.2,BG,BG,0
bg_13939,0,194018.2,2641869.9,BG,BG,0
bg_13940,0,180019.7,2495001.1,BG,BG,0
bg_13941,0,293743.1,2542187.8,BG,BG,0
bg_13942,0,152758.1,2763592.2,BG,BG,0
bg_13943,0,232577.6,2643390.1,BG,BG,0
bg_13944,0,218693.6,2782495.4,BG,BG,0
bg_13945,0,217272.2,2711014.5,BG,BG,0
bg_13946,0,297065.2,2505199.2,BG,BG,0
bg_13947,0,304525.8,2785562.0,BG,BG,0
bg_13948,0,337798.7,2679683.1,BG,BG,0
bg_13949,0,229302.8,2494315.6,BG,BG,0
bg_13950,0,242637.4,2539153.5,BG,BG,0
bg_13951,0,285536.3,2545785.5,BG,BG,0
bg_13952,0,174014.0,2656766.2,BG,BG,0
bg_13953,0,181486.8,2645809.5,BG,BG,0
bg_13954,0,160833.3,2473068.6,BG,BG,0
bg_13955,0,175847.7,2521778.6,BG,BG,0
bg_13956,0,248434.4,2530967.3,BG,BG,0
bg_13957,0,310026.5,2545300.9,BG,BG,0
bg_13958,0,156742.7,2512349.7,BG,BG,0
bg_13959,0,222100.8,2559894.9,BG,BG,0
bg_13960,0,290361.9,2794943.9,BG,BG,0
bg_13961,0,158464.1,2793143.8,BG,BG,0
bg_13962,0,157423.1,2576207.8,BG,BG,0
bg_13963,0,244993.2,2447984.3,BG,BG,0
bg_13964,0,234455.5,2537483.9,BG,BG,0
bg_13965,0,339277.6,2721327.4,BG,BG,0
bg_13966,0,263847.4,2723741.9,BG,BG,0
bg_13967,0,311437.5,2462239.7,BG,BG,0
bg_13968,0,182343.7,2629384.7,BG,BG,0
bg_13969,0,200354.9,2671815.3,BG,BG,0
bg_13970,0,168835.2,2661249.7,BG,BG,0
bg_13971,0,246477.0,2698319.2,BG,BG,0
bg_13972,0,308710.5,2740240.8,BG,BG,0
bg_13973,0,215635.4,2586287.8,BG,BG,0
bg_13974,0,231854.7,2764328.2,BG,BG,0
bg_13975,0,184109.7,2476782.3,BG,BG,0
bg_13976,0,347641.8,2666660.8,BG,BG,0
bg_13977,0,282555.5,2660281.8,BG,BG,0
bg_13978,0,223664.9,2532495.1,BG,BG,0
bg_13979,0,234687.8,2684090.4,BG,BG,0
bg_13980,0,200163.1,2421661.0,BG,BG,0
bg_13981,0,201847.3,2560492.4,BG,BG,0
bg_13982,0,313878.3,2549241.6,BG,BG,0
bg_13983,0,217259.3,2467906.3,BG,BG,0
bg_13984,0,232393.8,2688163.3,BG,BG,0
bg_13985,0,236598.2,2609894.5,BG,BG,0
bg_13986,0,248432.3,2624794.8,BG,BG,0
bg_13987,0,312006.0,2538413.1,BG,BG,0
bg_13988,0,310304.3,2508193.0,BG,BG,0
bg_13989,0,177653.5,2575778.2,BG,BG,0
bg_13990,0,349205.1,2639092.2,BG,BG,0
bg_13991,0,271322.4,2519884.1,BG,BG,0
bg_13992,0,316343.1,2433438.9,BG,BG,0
bg_13993,0,254948.8,2683826.7,BG,BG,0
bg_13994,0,316611.6,2572116.8,BG,BG,0
bg_13995,0,226160.0,2671062.0,BG,BG,0
bg_13996,0,315562.7,2474004.5,BG,BG,0
bg_13997,0,343898.0,2758121.0,BG,BG,0
bg_13998,0,263686.8,2489821.8,BG,BG,0
bg_13999,0,288501.7,2476873.3,BG,BG,0
bg_14000,0,263975.2,2562319.4,BG,BG,0
bg_14001,0,218106.1,2428878.2,BG,BG,0
bg_14002,0,171045.1,2713838.4,BG,BG,0
bg_14003,0,157499.5,2664459.7,BG,BG,0
bg_14004,0,335033.6,2429027.7,BG,BG,0
bg_14005,0,295703.0,2783350.6,BG,BG,0
bg_14006,0,286999.5,2485604.5,BG,BG,0
bg_14007,0,161275.0,2641927.1,BG,BG,0
bg_14008,0,192174.6,2537548.7,BG,BG,0
bg_14009,0,156699.2,2585841.0,BG,BG,0
bg_14010,0,246075.9,2482164.1,BG,BG,0
bg_14011,0,173130.1,2489282.2,BG,BG,0
bg_14012,0,164924.9,2666640.3,BG,BG,0
bg_14013,0,288545.2,2706865.5,BG,BG,0
bg_14014,0,315215.3,2643503.2,BG,BG,0
bg_14015,0,278309.0,2738850.2,BG,BG,0
bg_14016,0,299607.8,2479869.5,BG,BG,0
bg_14017,0,335812.7,2717614.7,BG,BG,0
bg_14018,0,273098.9,2462740.5,BG,BG,0
bg_14019,0,321720.4,2505245.9,BG,BG,0
bg_14020,0,247037.6,2480653.9,BG,BG,0
bg_14021,0,335768.1,2436007.0,BG,BG,0
bg_14022,0,161242.0,2632505.7,BG,BG,0
bg_14023,0,328661.0,2614145.0,BG,BG,0
bg_14024,0,281778.3,2588899.1,BG,BG,0
bg_14025,0,206505.1,2592531.4,BG,BG,0
bg_14026,0,160936.5,2528707.3,BG,BG,0
bg_14027,0,263051.3,2606578.3,BG,BG,0
bg_14028,0,259377.7,2757872.6,BG,BG,0
bg_14029,0,309435.8,2758452.4,BG,BG,0
bg_14030,0,338573.5,2443613.0,BG,BG,0
bg_14031,0,189090.2,2480336.2,BG,BG,0
bg_14032,0,283367.2,2735626.0,BG,BG,0
bg_14033,0,300952.7,2429801.0,BG,BG,0
bg_14034,0,165988.4,2798795.0,BG,BG,0
bg_14035,0,235120.5,2639230.2,BG,BG,0
bg_14036,0,160709.2,2530631.8,BG,BG,0
bg_14037,0,234023.4,2579252.8,BG,BG,0
bg_14038,0,251660.4,2543136.7,BG,BG,0
bg_14039,0,299611.6,2522885.7,BG,BG,0
bg_14040,0,232487.1,2740964.2,BG,BG,0
bg_14041,0,234225.1,2683192.0,BG,BG,0
bg_14042,0,153929.4,2582103.0,BG,BG,0
bg_14043,0,317723.6,2520802.4,BG,BG,0
bg_14044,0,181437.6,2658498.3,BG,BG,0
bg_14045,0,335196.8,2799743.0,BG,BG,0
bg_14046,0,185730.6,2595192.1,BG,BG,0
bg_14047,0,241515.8,2596995.0,BG,BG,0
bg_14048,0,200622.9,2608030.9,BG,BG,0
bg_14049,0,333040.3,2519131.1,BG,BG,0
bg_14050,0,239186.8,2727976.1,BG,BG,0
bg_14051,0,291213.1,2523582.2,BG,BG,0
bg_14052,0,214252.2,2597879.0,BG,BG,0
bg_14053,0,306638.1,2440085.9,BG,BG,0
bg_14054,0,237663.2,2474066.1,BG,BG,0
bg_14055,0,274194.0,2610046.8,BG,BG,0
bg_14056,0,241659.6,2770086.3,BG,BG,0
bg_14057,0,260242.7,2478924.0,BG,BG,0
bg_14058,0,255535.4,2722314.9,BG,BG,0
bg_14059,0,177538.8,2722726.6,BG,BG,0
bg_14060,0,179618.8,2572400.4,BG,BG,0
bg_14061,0,295349.7,2688828.6,BG,BG,0
bg_14062,0,302689.7,2517719.9,BG,BG,0
bg_14063,0,238384.5,2420497.7,BG,BG,0
bg_14064,0,189566.8,2607222.8,BG,BG,0
bg_14065,0,280385.7,2777772.3,BG,BG,0
bg_14066,0,156721.6,2567133.2,BG,BG,0
bg_14067,0,294881.5,2626244.5,BG,BG,0
bg_14068,0,152136.0,2496480.6,BG,BG,0
bg_14069,0,289374.7,2786204.1,BG,BG,0
bg_14070,0,231086.7,2536133.5,BG,BG,0
bg_14071,0,245333.9,2750579.2,BG,BG,0
bg_14072,0,319299.0,2661671.4,BG,BG,0
bg_14073,0,179157.7,2641400.7,BG,BG,0
bg_14074,0,188563.4,2466820.1,BG,BG,0
bg_14075,0,185188.4,2709465.8,BG,BG,0
bg_14076,0,203026.7,2631524.9,BG,BG,0
bg_14077,0,222914.7,2793533.0,BG,BG,0
bg_14078,0,285794.8,2522621.6,BG,BG,0
bg_14079,0,319367.9,2720885.2,BG,BG,0
bg_14080,0,167117.6,2649493.5,BG,BG,0
bg_14081,0,347375.0,2631419.4,BG,BG,0
bg_14082,0,202861.6,2427493.8,BG,BG,0
bg_14083,0,238878.4,2773765.6,BG,BG,0
bg_14084,0,173937.0,2420446.4,BG,BG,0
bg_14085,0,253916.2,2695093.7,BG,BG,0
bg_14086,0,230878.0,2751444.6,BG,BG,0
bg_14087,0,170759.9,2484809.0,BG,BG,0
bg_14088,0,246866.8,2666568.4,BG,BG,0
bg_14089,0,296355.3,2440829.4,BG,BG,0
bg_14090,0,317056.1,2442121.8,BG,BG,0
bg_14091,0,195669.9,2581366.6,BG,BG,0
bg_14092,0,260690.3,2561736.2,BG,BG,0
bg_14093,0,239412.2,2564136.7,BG,BG,0
bg_14094,0,291276.4,2666284.3,BG,BG,0
bg_14095,0,209321.5,2451630.2,BG,BG,0
bg_14096,0,160849.1,2790289.3,BG,BG,0
bg_14097,0,168501.3,2772021.7,BG,BG,0
