key,kind,x,y,TypeName
2025_1220,case,237891.31,2479368.02,闊葉樹林型
2025_1221,case,228255.98,2476503.08,闊葉樹林型
2025_1222,case,228719.7,2475247.0,闊葉樹林型
2025_1223,case,216035.88,2517957.61,闊葉樹林型
2025_1224,case,215571.65,2518815.16,闊葉樹林型
2025_1228,case,216017.51,2496278.0,闊葉樹林型
2025_1229,case,217003.8,2496755.99,闊葉樹林型
2025_1230,case,216781.9,2514587.42,闊葉樹林型
2025_1231,case,217361.85,2514844.75,闊葉樹林型
2025_1233,case,215993.22,2497088.64,闊葉樹林型
2025_1234,case,215482.72,2518586.77,闊葉樹林型
2025_1235,case,214291.08,2514971.71,闊葉樹林型
2025_1236,case,214818.49,2512957.37,闊葉樹林型
2025_1237,case,215017.91,2512105.15,闊葉樹林型
2025_1238,case,212105.79,2586907.21,闊葉樹林型
2025_1239,case,212073.97,2581830.4,竹林
2025_1240,case,212547.35,2581703.88,竹林
2025_1241,case,212926.74,2582048.34,竹闊混淆林
2025_1244,case,210488.72,2581794.49,待成林地
2025_1245,case,210516.03,2581813.67,待成林地
2025_1246,case,211795.99,2581909.79,竹闊混淆林
2025_1247,case,211843.64,2581882.72,竹闊混淆林
2025_1248,case,211881.42,2581876.38,竹闊混淆林
2025_1249,case,209616.71,2581160.23,待成林地
2025_1250,case,211010.6,2594114.11,竹闊混淆林
2025_1252,case,211085.6,2594370.76,待成林地
2025_1253,case,211232.52,2595317.29,竹闊混淆林
2025_1258,case,207636.48,2582442.8,闊葉樹林型
2025_1259,case,207755.03,2583514.07,闊葉樹林型
2025_1261,case,208075.09,2581303.98,闊葉樹林型
2025_1264,case,204304.44,2586158.92,竹闊混淆林
2025_1266,case,218078.89,2597803.16,竹林
2025_1268,case,218506.59,2598521.21,竹林
2025_1270,case,219922.51,2598913.27,竹林
2025_1271,case,219264.14,2589190.32,闊葉樹林型
2025_1272,case,217419.68,2590135.84,待成林地
2025_1273,case,217465.03,2590236.83,待成林地
2025_1274,case,221237.02,2593559.51,待成林地
2025_1275,case,222074.87,2593716.67,闊葉樹林型
2025_1277,case,217243.35,2586618.06,竹闊混淆林
2025_1279,case,215619.06,2587296.32,竹林
2025_1280,case,220962.5,2585661.41,闊葉樹林型
2025_1282,case,217681.26,2580830.41,闊葉樹林型
2025_1283,case,217004.95,2582376.59,待成林地
2025_1284,case,217156.54,2582410.35,竹林
2025_1286,case,215960.72,2581033.34,闊葉樹林型
2025_1287,case,224259.81,2579812.81,闊葉樹林型
2025_1288,case,219193.43,2579882.73,待成林地
2025_1290,case,220624.51,2583105.69,待成林地
2025_1291,case,221983.51,2583826.65,待成林地
2025_1292,case,215258.71,2579267.33,闊葉樹林型
2025_1293,case,216232.62,2579896.73,竹闊混淆林
2025_1294,case,215214.77,2580123.76,待成林地
2025_1295,case,215151.74,2580150.77,待成林地
2025_1296,case,215302.29,2580174.99,待成林地
2025_1297,case,209125.92,2574036.76,闊葉樹林型
2025_1298,case,209357.42,2575493.53,竹闊混淆林
2025_1299,case,209380.33,2575525.22,竹闊混淆林
2025_1301,case,204870.98,2575674.16,竹闊混淆林
2025_1302,case,205221.84,2575681.96,竹闊混淆林
2025_1304,case,207542.95,2575218.23,竹林
2025_1305,case,208302.37,2573114.76,竹闊混淆林
2025_1306,case,208307.11,2572958.01,竹闊混淆林
2025_1308,case,213269.08,2574196.56,待成林地
2025_1309,case,213337.77,2576549.48,竹林
2025_1310,case,213770.23,2573852.71,竹闊混淆林
2025_1311,case,214771.83,2576616.79,待成林地
2025_1312,case,214866.82,2575746.71,竹林
2025_1313,case,216120.87,2577800.14,竹闊混淆林
2025_1315,case,216632.94,2577897.6,竹闊混淆林
2025_1316,case,217380.71,2578590.61,竹闊混淆林
2025_1317,case,217448.34,2578561.85,竹闊混淆林
2025_1318,case,217476.5,2578732.31,闊葉樹林型
2025_1319,case,209583.76,2578590.61,竹林
2025_1320,case,209735.48,2579877.17,待成林地
2025_1321,case,213629.87,2578145.23,竹林
2025_1322,case,215177.48,2578840.01,闊葉樹林型
2025_1323,case,210873.26,2580226.47,闊葉樹林型
2025_1324,case,210751.68,2580305.25,闊葉樹林型
2025_1325,case,210760.6,2580337.6,闊葉樹林型
2025_1326,case,210836.6,2580416.21,闊葉樹林型
2025_1331,case,221996.88,2574700.86,闊葉樹林型
2025_1334,case,221901.16,2576433.86,闊葉樹林型
2025_1336,case,223020.32,2576717.21,闊葉樹林型
2025_1337,case,217440.91,2574540.39,竹闊混淆林
2025_1338,case,219937.07,2574980.7,闊葉樹林型
2025_1339,case,219992.6,2574999.83,闊葉樹林型
2025_1341,case,203227.85,2574381.74,竹林
2025_1342,case,203281.83,2574469.87,竹林
2025_1343,case,203580.97,2575485.58,竹闊混淆林
2025_1346,case,222806.26,2570122.91,闊葉樹林型
2025_1347,case,222866.99,2570144.56,闊葉樹林型
2025_1353,case,223302.2,2571759.18,闊葉樹林型
2025_1355,case,221210.42,2571566.41,闊葉樹林型
2025_1356,case,221213.35,2571617.26,闊葉樹林型
2025_1357,case,222277.43,2571416.56,闊葉樹林型
2025_1358,case,216444.51,2571678.09,待成林地
2025_1359,case,217276.84,2571667.49,闊葉樹林型
2025_1361,case,217214.39,2571719.12,闊葉樹林型
2025_1362,case,217251.81,2571750.87,闊葉樹林型
2025_1363,case,217826.83,2572292.9,竹闊混淆林
2025_1364,case,215527.67,2570037.63,待成林地
2025_1365,case,215571.37,2570047.61,待成林地
2025_1367,case,221646.22,2570308.32,闊葉樹林型
2025_1368,case,222302.9,2570594.09,待成林地
2025_1370,case,222383.92,2569972.88,闊葉樹林型
2025_1371,case,220272.88,2569544.03,闊葉樹林型
2025_1372,case,220983.13,2570141.48,闊葉樹林型
2025_1373,case,221106.42,2570168.85,闊葉樹林型
2025_1374,case,220592.71,2570288.61,闊葉樹林型
2025_1375,case,214107.87,2567572.92,竹闊混淆林
2025_1379,case,213795.07,2567797.98,竹林
2025_1380,case,213582.3,2567861.12,竹闊混淆林
2025_1385,case,202218.01,2567866.42,竹闊混淆林
2025_1386,case,202854.89,2567533.74,竹闊混淆林
2025_1388,case,209430.92,2570042.59,闊葉樹林型
2025_1389,case,209487.77,2570170.05,闊葉樹林型
2025_1390,case,210644.5,2565817.9,闊葉樹林型
2025_1391,case,208509.6,2565988.26,闊葉樹林型
2025_1393,case,208885.57,2567624.86,闊葉樹林型
2025_1394,case,211486.75,2568442.85,闊葉樹林型
2025_1395,case,210715.36,2568750.66,竹闊混淆林
2025_1397,case,211461.75,2564160.43,闊葉樹林型
2025_1398,case,211476.05,2564119.01,闊葉樹林型
2025_1399,case,210019.26,2563704.8,竹闊混淆林
2025_1400,case,211639.41,2564318.67,闊葉樹林型
2025_1401,case,211716.21,2564327.07,闊葉樹林型
2025_1402,case,211682.29,2564337.11,闊葉樹林型
2025_1404,case,211723.5,2564372.6,闊葉樹林型
2025_1405,case,220317.65,2566017.87,待成林地
2025_1408,case,220706.69,2566288.18,闊葉樹林型
2025_1409,case,220958.14,2566314.98,闊葉樹林型
2025_1410,case,220718.26,2566338.77,闊葉樹林型
2025_1411,case,220017.47,2564973.81,闊葉樹林型
2025_1412,case,221091.28,2566045.49,闊葉樹林型
2025_1413,case,216727.4,2565851.83,闊葉樹林型
2025_1414,case,216821.6,2565862.85,待成林地
2025_1415,case,216866.01,2565958.3,待成林地
2025_1417,case,219640.67,2565769.92,闊葉樹林型
2025_1418,case,219778.53,2565722.24,闊葉樹林型
2025_1419,case,213427.97,2566253.49,待成林地
2025_1420,case,213666.4,2566141.45,闊葉樹林型
2025_1421,case,213804.97,2566047.35,闊葉樹林型
2025_1423,case,214582.22,2565640.22,竹林
2025_1424,case,215052.14,2565427.53,闊葉樹林型
2025_1425,case,213804.81,2564278.62,竹闊混淆林
2025_1426,case,212367.57,2564390.44,待成林地
2025_1427,case,212227.89,2564565.11,闊葉樹林型
2025_1429,case,212561.54,2565534.73,竹林
2025_1430,case,219951.29,2557382.96,闊葉樹林型
2025_1433,case,220235.7,2561316.35,闊葉樹林型
2025_1434,case,219156.48,2557738.18,闊葉樹林型
2025_1437,case,219297.31,2554246.86,竹林
2025_1438,case,219555.09,2554345.37,闊葉樹林型
2025_1439,case,219837.22,2554201.73,闊葉樹林型
2025_1440,case,219885.05,2554020.01,闊葉樹林型
2025_1443,case,222889.02,2553650.07,闊葉樹林型
2025_1445,case,223721.3,2554373.4,闊葉樹林型
2025_1446,case,224359.49,2553504.35,闊葉樹林型
2025_1447,case,223117.67,2551688.72,待成林地
2025_1449,case,223145.43,2551995.11,闊葉樹林型
2025_1450,case,224182.15,2552096.1,針闊葉樹混淆
2025_1452,case,218381.81,2547111.84,闊葉樹林型
2025_1454,case,218560.62,2547320.33,闊葉樹林型
2025_1455,case,213708.26,2556312.4,竹林
2025_1458,case,215241.31,2557914.74,闊葉樹林型
2025_1459,case,213070.15,2558780.0,竹闊混淆林
2025_1461,case,221563.11,2556175.97,竹闊混淆林
2025_1462,case,221625.7,2556187.79,竹闊混淆林
2025_1466,case,213919.84,2555986.76,闊葉樹林型
2025_1467,case,214064.93,2556111.54,闊葉樹林型
2025_1468,case,214092.65,2556132.01,闊葉樹林型
2025_1469,case,214143.37,2556147.78,闊葉樹林型
2025_1474,case,217992.65,2551244.59,闊葉樹林型
2025_1476,case,214192.99,2551180.08,闊葉樹林型
2025_1483,case,213233.34,2548876.14,竹闊混淆林
2025_1484,case,213309.01,2546367.06,竹闊混淆林
2025_1485,case,213324.08,2546323.32,竹闊混淆林
2025_1488,case,214308.93,2548660.86,竹林
2025_1489,case,213342.63,2546424.29,竹闊混淆林
2025_1490,case,213412.02,2546488.53,闊葉樹林型
2025_1491,case,213883.56,2547426.26,竹林
2025_1492,case,218825.53,2545993.55,闊葉樹林型
2025_1493,case,218878.34,2547746.09,闊葉樹林型
2025_1494,case,219193.08,2546046.88,闊葉樹林型
2025_1495,case,219944.52,2547314.03,闊葉樹林型
2025_1496,case,220253.61,2547173.54,闊葉樹林型
2025_1497,case,220311.62,2547072.6,闊葉樹林型
2025_1498,case,218807.61,2546103.71,闊葉樹林型
2025_1500,case,218445.87,2544957.46,闊葉樹林型
2025_1501,case,218628.92,2545202.16,闊葉樹林型
2025_1502,case,218422.19,2545253.36,闊葉樹林型
2025_1503,case,217771.95,2546172.99,竹闊混淆林
2025_1504,case,217835.3,2546177.85,竹闊混淆林
2025_1505,case,217805.7,2546183.41,竹闊混淆林
2025_1507,case,219515.23,2544032.27,針葉樹林型
2025_1508,case,219855.45,2543811.24,針葉樹林型
2025_1511,case,221402.85,2554010.47,闊葉樹林型
2025_1512,case,220854.31,2554726.5,闊葉樹林型
2025_1513,case,221064.38,2554854.21,闊葉樹林型
2025_1515,case,223403.34,2546975.81,闊葉樹林型
2025_1518,case,223442.66,2563824.49,闊葉樹林型
2025_1519,case,218020.0,2542615.19,闊葉樹林型
2025_1520,case,217379.84,2542814.79,闊葉樹林型
2025_1521,case,217554.29,2544373.6,闊葉樹林型
2025_1522,case,217606.97,2544567.68,闊葉樹林型
2025_1523,case,216569.68,2559877.86,闊葉樹林型
2025_1524,case,215992.36,2561601.28,待成林地
2025_1525,case,216884.69,2562102.48,闊葉樹林型
2025_1526,case,215936.87,2565546.44,闊葉樹林型
2025_1527,case,216618.49,2542029.55,闊葉樹林型
2025_1529,case,208091.19,2559439.73,闊葉樹林型
2025_1530,case,209642.74,2562436.08,待成林地
2025_1531,case,210145.14,2562995.3,竹闊混淆林
2025_1532,case,211769.38,2563777.61,竹闊混淆林
2025_1533,case,211914.78,2563869.02,竹闊混淆林
2025_1534,case,211520.14,2563970.78,闊葉樹林型
2025_1536,case,211793.75,2564181.59,闊葉樹林型
2025_1538,case,210812.48,2556026.18,闊葉樹林型
2025_1539,case,211048.76,2555887.71,闊葉樹林型
2025_1540,case,211428.89,2557997.62,闊葉樹林型
2025_1543,case,208252.84,2548269.25,竹林
2025_1544,case,209716.49,2548897.08,竹闊混淆林
2025_1546,case,210671.69,2550270.65,闊葉樹林型
2025_1550,case,205275.79,2548698.19,竹闊混淆林
2025_1551,case,197210.23,2541755.69,竹闊混淆林
2025_1552,case,206072.74,2541862.11,闊葉樹林型
2025_1553,case,206727.83,2542674.91,闊葉樹林型
2025_1554,case,210442.07,2539452.09,闊葉樹林型
2025_1555,case,211525.45,2545634.02,闊葉樹林型
2025_1557,case,211807.52,2547469.46,闊葉樹林型
2025_1558,case,210311.66,2544234.38,闊葉樹林型
2025_1560,case,211461.64,2542080.15,竹闊混淆林
2025_1561,case,215707.34,2543205.52,竹闊混淆林
2025_1562,case,215590.34,2543398.82,竹林
2025_1563,case,215596.34,2543448.42,竹林
2025_1564,case,211220.37,2543752.19,闊葉樹林型
2025_1565,case,217072.85,2541568.49,闊葉樹林型
2025_1566,case,217232.76,2541781.67,闊葉樹林型
2025_1568,case,217397.57,2541682.72,闊葉樹林型
2025_1570,case,217881.61,2536919.6,闊葉樹林型
2025_1575,case,223257.98,2554903.77,闊葉樹林型
2025_1578,case,223028.79,2546931.37,闊葉樹林型
2025_1579,case,223110.04,2537467.26,闊葉樹林型
2025_1580,case,212084.19,2536238.0,闊葉樹林型
2025_1581,case,210946.74,2536390.11,闊葉樹林型
2025_1582,case,210416.46,2538043.51,竹闊混淆林
2025_1583,case,214562.54,2539381.11,竹林
2025_1584,case,221546.83,2536896.99,闊葉樹林型
2025_1586,case,220402.56,2537118.97,闊葉樹林型
2025_1587,case,220903.94,2540033.55,闊葉樹林型
2025_1590,case,224546.37,2539275.6,闊葉樹林型
2025_1591,case,223682.02,2542661.4,闊葉樹林型
2025_1593,case,223635.01,2535503.54,闊葉樹林型
2025_1595,case,238157.71,2657157.12,闊葉樹林型
2025_1597,case,238084.8,2657183.29,闊葉樹林型
2025_1598,case,238861.55,2669070.49,闊葉樹林型
2025_1599,case,239755.04,2672878.45,闊葉樹林型
2025_1600,case,231562.39,2577607.59,竹林
2025_1605,case,237849.91,2653329.25,竹闊混淆林
2025_1606,case,239027.09,2655600.94,闊葉樹林型
2025_1607,case,239034.64,2657968.03,闊葉樹林型
2025_1608,case,237304.26,2660521.18,闊葉樹林型
2025_1609,case,237216.31,2660672.75,闊葉樹林型
2025_1610,case,240255.72,2672799.68,闊葉樹林型
2025_1611,case,234798.21,2630991.34,竹林
2025_1613,case,237164.03,2635459.42,闊葉樹林型
2025_1614,case,237107.12,2638001.93,闊葉樹林型
2025_1615,case,234775.25,2630322.24,闊葉樹林型
2025_1616,case,253778.34,2643869.33,竹闊混淆林
2025_1617,case,253636.15,2636065.48,闊葉樹林型
2025_1618,case,196582.0,2568508.15,闊葉樹林型
2025_1622,case,202650.55,2566570.87,闊葉樹林型
2025_1623,case,203279.96,2561495.91,闊葉樹林型
2025_1624,case,195332.02,2562311.61,闊葉樹林型
2025_1625,case,196016.74,2562553.78,闊葉樹林型
2025_1626,case,195653.41,2562592.33,闊葉樹林型
2025_1627,case,195131.88,2562691.89,闊葉樹林型
2025_1628,case,195427.98,2566929.05,闊葉樹林型
2025_1629,case,201847.73,2557731.74,闊葉樹林型
2025_1630,case,201018.57,2558819.43,闊葉樹林型
2025_1631,case,201084.33,2558888.68,闊葉樹林型
2025_1632,case,201884.92,2559760.22,竹闊混淆林
2025_1633,case,203295.75,2557549.78,竹闊混淆林
2025_1634,case,203849.56,2557978.84,闊葉樹林型
2025_1635,case,202763.6,2559996.26,竹闊混淆林
2025_1638,case,202593.31,2561336.16,竹闊混淆林
2025_1639,case,202038.53,2556347.94,闊葉樹林型
2025_1640,case,201607.19,2557109.01,闊葉樹林型
2025_1641,case,201708.34,2557202.07,闊葉樹林型
2025_1642,case,201805.8,2557469.53,闊葉樹林型
2025_1643,case,201601.11,2557602.56,竹闊混淆林
2025_1644,case,201665.17,2557602.17,闊葉樹林型
2025_1645,case,203231.04,2555210.49,闊葉樹林型
2025_1647,case,203238.97,2555245.84,竹闊混淆林
2025_1648,case,201740.76,2555695.14,闊葉樹林型
2025_1650,case,199336.48,2554786.23,闊葉樹林型
2025_1651,case,204036.57,2553816.67,闊葉樹林型
2025_1652,case,204151.34,2553574.45,待成林地
2025_1653,case,204409.08,2552684.33,闊葉樹林型
2025_1654,case,204434.71,2552678.87,竹闊混淆林
2025_1655,case,201056.84,2554067.81,闊葉樹林型
2025_1657,case,196444.15,2553612.66,竹林
2025_1658,case,191511.26,2551225.83,闊葉樹林型
2025_1660,case,192368.32,2547157.67,竹林
2025_1662,case,193052.32,2551625.18,闊葉樹林型
2025_1663,case,192942.11,2546632.56,竹林
2025_1665,case,189739.19,2539160.67,竹林
2025_1666,case,190150.41,2539531.97,竹林
2025_1668,case,195231.3,2545961.56,闊葉樹林型
2025_1670,case,199349.04,2548675.74,闊葉樹林型
2025_1671,case,200058.67,2546561.45,闊葉樹林型
2025_1672,case,197218.0,2541755.38,竹闊混淆林
2025_1673,case,197121.89,2540619.93,闊葉樹林型
2025_1674,case,197293.42,2537212.5,竹闊混淆林
2025_1676,case,201311.09,2548974.76,闊葉樹林型
2025_1677,case,201419.09,2548577.75,闊葉樹林型
2025_1679,case,202346.41,2548915.22,闊葉樹林型
2025_1682,case,201769.22,2549210.18,闊葉樹林型
2025_1683,case,216601.09,2608989.41,闊葉樹林型
2025_1687,case,215817.03,2608604.19,待成林地
2025_1688,case,203800.17,2577186.75,竹闊混淆林
2025_1689,case,204436.81,2576716.15,竹闊混淆林
2025_1690,case,207001.43,2582251.96,闊葉樹林型
2025_1691,case,203258.13,2573671.08,竹林
2025_1692,case,213842.46,2563953.86,竹林
2025_1693,case,214002.51,2564231.21,竹闊混淆林
2025_1695,case,235503.21,2470361.26,闊葉樹林型
2025_1696,case,234766.88,2474695.19,闊葉樹林型
2025_1699,case,221023.94,2606865.13,竹闊混淆林
2025_1700,case,232690.54,2471555.89,闊葉樹林型
2025_1702,case,232208.82,2473922.36,闊葉樹林型
2025_1705,case,213690.79,2564667.51,竹闊混淆林
2025_1706,case,292566.22,2673009.43,闊葉樹林型
2025_1707,case,241861.68,2528210.09,闊葉樹林型
2025_1709,case,255430.65,2568940.33,闊葉樹林型
2025_1710,case,254916.3,2563773.81,闊葉樹林型
2025_1711,case,280561.98,2622803.32,闊葉樹林型
2025_1713,case,267337.56,2625718.71,闊葉樹林型
2025_1714,case,268325.65,2602652.88,闊葉樹林型
2025_1715,case,258437.33,2607348.73,闊葉樹林型
2025_1716,case,235441.07,2496391.1,闊葉樹林型
2025_1717,case,236042.08,2496384.37,闊葉樹林型
2025_1718,case,236023.49,2499931.35,闊葉樹林型
2025_1720,case,299091.19,2675388.1,闊葉樹林型
2025_1721,case,236221.53,2482062.48,闊葉樹林型
2025_1722,case,231806.8,2474762.62,闊葉樹林型
2025_1725,case,233197.89,2460661.9,闊葉樹林型
2025_1726,case,230157.97,2480886.31,闊葉樹林型
2025_1727,case,230467.8,2503517.53,闊葉樹林型
2025_1728,case,237168.31,2638028.14,闊葉樹林型
2025_1729,case,222059.32,2549090.18,闊葉樹林型
2025_1731,case,232184.57,2521347.32,闊葉樹林型
2025_1732,case,231887.55,2523825.6,闊葉樹林型
2025_1733,case,229732.72,2545360.43,闊葉樹林型
2025_1734,case,226496.41,2543945.37,闊葉樹林型
2025_1735,case,233481.33,2595490.68,闊葉樹林型
2025_1736,case,253828.91,2643877.3,竹闊混淆林
2025_1737,case,228991.06,2581456.56,闊葉樹林型
2025_1738,case,226603.5,2563440.32,闊葉樹林型
2025_1740,case,220494.92,2562425.25,闊葉樹林型
2025_1743,case,223586.55,2559502.1,闊葉樹林型
2025_1744,case,244646.48,2530408.04,闊葉樹林型
2025_1745,case,209738.55,2550280.08,闊葉樹林型
2025_1746,case,213732.62,2629068.17,竹林
2025_1747,case,213401.5,2627726.54,竹闊混淆林
2025_1749,case,248998.58,2558803.98,針闊葉樹混淆
2025_1750,case,215280.75,2633543.44,闊葉樹林型
2025_1751,case,214992.64,2633304.02,闊葉樹林型
2025_1752,case,236892.96,2546703.03,針葉樹林型
2025_1753,case,264715.43,2668026.66,針闊葉樹混淆
2025_1754,case,285930.41,2656381.24,闊葉樹林型
2025_1755,case,288324.07,2656111.47,闊葉樹林型
2025_1756,case,272808.31,2658725.21,闊葉樹林型
2025_1757,case,216822.52,2542053.62,闊葉樹林型
2025_1758,case,227419.28,2557449.44,闊葉樹林型
2025_1759,case,214548.7,2565743.28,闊葉樹林型
2025_1760,case,211022.07,2575683.77,竹闊混淆林
2025_1761,case,231135.0,2576495.16,竹闊混淆林
2025_1762,case,218364.39,2586753.63,闊葉樹林型
2025_1764,case,251098.34,2625989.97,針闊葉樹混淆
2025_1766,case,260321.48,2670484.3,闊葉樹林型
2025_1767,case,297900.12,2675828.74,闊葉樹林型
2025_1768,case,300420.55,2660565.26,闊葉樹林型
2025_1769,case,290427.3,2704016.22,闊葉樹林型
2025_1770,case,316070.91,2673229.63,闊葉樹林型
2025_1771,case,278948.55,2647476.85,針葉樹林型
2025_1772,case,293235.48,2683096.17,闊葉樹林型
2025_1773,case,289441.37,2705207.43,闊葉樹林型
2025_1774,case,295924.2,2718183.64,闊葉樹林型
2025_1775,case,295992.69,2718143.46,闊葉樹林型
2025_1776,case,297447.34,2718157.58,闊葉樹林型
2025_1777,case,304277.18,2663783.78,闊葉樹林型
2025_1778,case,317310.12,2698343.16,闊葉樹林型
2025_1782,case,232061.04,2524098.23,闊葉樹林型
2025_1783,case,241778.08,2524499.21,闊葉樹林型
2025_1784,case,231263.35,2527608.85,闊葉樹林型
2025_1785,case,241455.83,2528796.5,闊葉樹林型
2025_1786,case,231150.82,2517696.16,闊葉樹林型
2025_1787,case,233651.21,2518123.69,闊葉樹林型
2025_1788,case,215879.99,2519795.8,闊葉樹林型
2025_1789,case,215107.42,2521673.43,待成林地
2025_1790,case,215696.88,2522111.86,闊葉樹林型
2025_1791,case,212995.32,2525242.23,竹闊混淆林
2025_1792,case,214063.63,2525004.56,闊葉樹林型
2025_1793,case,217379.35,2514942.09,闊葉樹林型
2025_1794,case,217883.86,2516035.19,待成林地
2025_1800,case,242426.61,2525753.73,闊葉樹林型
2025_1801,case,237574.8,2526227.76,闊葉樹林型
2025_1802,case,256695.27,2528140.45,闊葉樹林型
2025_1803,case,237902.95,2476840.74,闊葉樹林型
2025_1804,case,240475.43,2477187.33,闊葉樹林型
2025_1805,case,241141.28,2505736.26,闊葉樹林型
2025_1806,case,240860.52,2480052.56,闊葉樹林型
2025_1807,case,287418.76,2624535.15,闊葉樹林型
2025_1808,case,287999.27,2624652.47,闊葉樹林型
2025_1810,case,281575.32,2621932.42,闊葉樹林型
2025_1811,case,282322.48,2620311.73,待成林地
2025_1812,case,285505.74,2620775.45,闊葉樹林型
2025_1813,case,285296.89,2622098.56,闊葉樹林型
2025_1814,case,284827.66,2619600.26,闊葉樹林型
2025_1815,case,286867.14,2620796.64,闊葉樹林型
2025_1816,case,286652.24,2620891.32,闊葉樹林型
2025_1817,case,282546.85,2610040.89,闊葉樹林型
2025_1818,case,283042.83,2609708.49,闊葉樹林型
2025_1819,case,281729.15,2605081.54,闊葉樹林型
2025_1820,case,285206.46,2606432.49,闊葉樹林型
2025_1821,case,282242.36,2603212.27,闊葉樹林型
2025_1822,case,292191.54,2597291.67,闊葉樹林型
2025_1823,case,292220.07,2597419.54,闊葉樹林型
2025_1824,case,304203.63,2620404.79,闊葉樹林型
2025_1825,case,299146.04,2613878.96,闊葉樹林型
2025_1826,case,298427.34,2599335.83,闊葉樹林型
2025_1827,case,295534.39,2610905.25,闊葉樹林型
2025_1828,case,285797.84,2633362.63,闊葉樹林型
2025_1829,case,282660.16,2631115.95,闊葉樹林型
2025_1830,case,282595.04,2627837.51,闊葉樹林型
2025_1831,case,282547.41,2627906.13,闊葉樹林型
2025_1832,case,282752.87,2627994.89,闊葉樹林型
2025_1833,case,286222.84,2627486.68,闊葉樹林型
2025_1834,case,286834.72,2627162.19,待成林地
2025_1835,case,291803.27,2606446.37,闊葉樹林型
2025_1836,case,292820.92,2606560.32,闊葉樹林型
2025_1837,case,292763.09,2606728.62,闊葉樹林型
2025_1838,case,291931.28,2607729.47,闊葉樹林型
2025_1839,case,293869.33,2607708.68,闊葉樹林型
2025_1841,case,293867.14,2604132.21,闊葉樹林型
2025_1842,case,294373.14,2604913.86,闊葉樹林型
2025_1844,case,293718.69,2600136.2,闊葉樹林型
2025_1846,case,284959.42,2577895.85,闊葉樹林型
2025_1847,case,285959.8,2578020.72,闊葉樹林型
2025_1848,case,286132.18,2578498.78,闊葉樹林型
2025_1849,case,297778.05,2595884.87,闊葉樹林型
2025_1850,case,283645.12,2572286.26,竹林
2025_1851,case,283956.45,2571416.05,闊葉樹林型
2025_1852,case,284068.98,2570489.75,闊葉樹林型
2025_1853,case,272073.39,2615111.44,針葉樹林型
2025_1854,case,271976.28,2615191.95,針葉樹林型
2025_1855,case,272042.12,2615236.41,針葉樹林型
2025_1856,case,268875.97,2610672.04,針葉樹林型
2025_1857,case,277991.22,2611951.82,針闊葉樹混淆
2025_1858,case,278654.06,2607102.83,闊葉樹林型
2025_1859,case,279294.84,2607396.67,待成林地
2025_1860,case,280600.54,2610815.31,闊葉樹林型
2025_1861,case,272012.95,2600033.29,闊葉樹林型
2025_1862,case,271798.0,2600071.11,針闊葉樹混淆
2025_1863,case,271916.92,2600061.96,闊葉樹林型
2025_1864,case,274879.55,2600915.88,闊葉樹林型
2025_1865,case,273771.28,2597366.87,闊葉樹林型
2025_1866,case,273063.22,2605072.52,闊葉樹林型
2025_1867,case,266738.86,2604800.3,針葉樹林型
2025_1868,case,268971.92,2602908.67,闊葉樹林型
2025_1869,case,282085.53,2605297.06,闊葉樹林型
2025_1870,case,280621.07,2596927.64,闊葉樹林型
2025_1871,case,276464.03,2597574.95,闊葉樹林型
2025_1872,case,279586.56,2600585.25,闊葉樹林型
2025_1873,case,274148.9,2599836.41,待成林地
2025_1874,case,253610.69,2597949.49,針葉樹林型
2025_1875,case,275884.97,2622040.36,針葉樹林型
2025_1876,case,275759.94,2622065.38,針葉樹林型
2025_1877,case,279555.37,2621755.47,闊葉樹林型
2025_1878,case,282075.44,2620902.01,闊葉樹林型
2025_1879,case,281993.81,2620219.42,闊葉樹林型
2025_1880,case,280589.69,2628456.75,待成林地
2025_1881,case,280573.58,2628521.41,待成林地
2025_1882,case,280036.42,2629205.22,待成林地
2025_1883,case,277727.4,2631432.39,闊葉樹林型
2025_1884,case,278578.05,2624166.36,針闊葉樹混淆
2025_1885,case,274194.39,2616450.9,針闊葉樹混淆
2025_1886,case,277636.97,2617156.11,針闊葉樹混淆
2025_1887,case,275191.77,2617859.41,闊葉樹林型
2025_1888,case,274360.49,2616336.8,針闊葉樹混淆
2025_1889,case,285530.1,2658661.03,闊葉樹林型
2025_1890,case,285492.96,2658805.86,闊葉樹林型
2025_1891,case,285702.3,2658853.82,闊葉樹林型
2025_1892,case,286610.19,2653036.87,闊葉樹林型
2025_1893,case,287290.9,2653521.11,闊葉樹林型
2025_1894,case,291796.39,2656848.15,闊葉樹林型
2025_1895,case,291834.34,2656813.93,闊葉樹林型
2025_1896,case,285415.82,2659599.49,闊葉樹林型
2025_1897,case,287765.22,2661179.8,針闊葉樹混淆
2025_1898,case,285641.95,2661573.7,闊葉樹林型
2025_1899,case,287726.14,2657848.24,闊葉樹林型
2025_1900,case,291167.88,2657302.87,闊葉樹林型
2025_1901,case,283440.02,2656927.84,闊葉樹林型
2025_1902,case,284305.85,2657675.87,闊葉樹林型
2025_1903,case,287674.81,2658067.13,闊葉樹林型
2025_1904,case,289876.34,2636289.41,闊葉樹林型
2025_1905,case,289077.56,2643664.26,闊葉樹林型
2025_1906,case,283118.43,2642466.75,闊葉樹林型
2025_1907,case,286316.16,2641081.02,闊葉樹林型
